universe	signal	sequence	category	n	med	avg	fail	big_win	win	seq
SP500	T1	ALL	BASELINE	7517	0.403	0.718	16.4	21.3	53.3	
SP500	T1	Z2G|T1|Z5	SEQ_BASELINE	23	6.286	6.467	0	65.2	87	Z2G|T1|Z5
SP500	T1	Z2G|T1|Z5	A	11	5.485	4.831	0	63.6	72.7	
SP500	T1	Z2G|T1|Z5	B	8	8.786	7.816	0	62.5	100	
SP500	T1	Z2G|T1G|Z5	SEQ_BASELINE	21	4.839	5.023	4.8	47.6	85.7	Z2G|T1G|Z5
SP500	T1	Z2G|T1G|Z5	A	5	7.653	7.3	0	60	100	
SP500	T1	Z2G|T1G|Z5	B	6	6.136	6.038	0	66.7	83.3	
SP500	T1	Z2G|T1G|Z5	B+	8	3.904	3.495	12.5	37.5	75	
SP500	T1	Z2G|Z2G|Z6	SEQ_BASELINE	29	3.401	1.904	10.3	44.8	72.4	Z2G|Z2G|Z6
SP500	T1	Z2G|Z2G|Z6	B+	20	4.244	2.715	10	50	75	
SP500	T1	Z2G|Z2G|Z6	R	5	1.509	2.221	0	40	80	
SP500	T1	Z1|Z2|Z2G	SEQ_BASELINE	23	3.128	2.757	13	30.4	56.5	Z1|Z2|Z2G
SP500	T1	Z1|Z2|Z2G	B	14	4.693	5.066	0	35.7	71.4	
SP500	T1	Z1|Z2|Z2G	R	5	-5.841	-5.157	60	0	0	
SP500	T1	Z2G|T4|Z3	SEQ_BASELINE	36	3.013	3.485	11.1	41.7	63.9	Z2G|T4|Z3
SP500	T1	Z2G|T4|Z3	A	5	3.121	4.839	0	40	80	
SP500	T1	Z2G|T4|Z3	B	13	-1.12	2.165	7.7	23.1	38.5	
SP500	T1	Z2G|T4|Z3	B+	7	7.161	5.446	14.3	57.1	71.4	
SP500	T1	Z2G|T4|Z3	R	11	5.817	3.18	18.2	54.5	81.8	
SP500	T1	T2G|T2|Z3	SEQ_BASELINE	31	2.975	2.63	12.9	25.8	61.3	T2G|T2|Z3
SP500	T1	T2G|T2|Z3	A	16	0.392	2.99	12.5	18.8	56.2	
SP500	T1	T2G|T2|Z3	B	6	4.113	4.269	0	50	83.3	
SP500	T1	T2G|T2|Z3	R	6	0.103	-0.428	33.3	16.7	50	
SP500	T1	Z1|Z2G|Z2G	SEQ_BASELINE	26	2.744	1.286	26.9	34.6	57.7	Z1|Z2G|Z2G
SP500	T1	Z1|Z2G|Z2G	B	6	1.322	0.667	33.3	33.3	50	
SP500	T1	Z1|Z2G|Z2G	B+	16	2.744	1.704	25	37.5	62.5	
SP500	T1	Z5|Z2G|Z2G	SEQ_BASELINE	44	2.718	3.473	6.8	38.6	70.5	Z5|Z2G|Z2G
SP500	T1	Z5|Z2G|Z2G	B	7	2.772	5.334	0	42.9	100	
SP500	T1	Z5|Z2G|Z2G	B+	24	3.638	3.558	8.3	41.7	58.3	
SP500	T1	Z5|Z2G|Z2G	R	7	0.332	2.019	14.3	28.6	71.4	
SP500	T1	Z2G|Z2|Z2G	SEQ_BASELINE	47	2.356	2.714	10.6	34	70.2	Z2G|Z2|Z2G
SP500	T1	Z2G|Z2|Z2G	B	32	2.347	2.146	12.5	31.2	68.8	
SP500	T1	Z2G|Z2|Z2G	B+	7	7.588	7.939	0	57.1	85.7	
SP500	T1	Z2G|Z2|Z2G	R	8	1.258	0.415	12.5	25	62.5	
SP500	T1	Z3|T4|Z9	SEQ_BASELINE	27	2.208	2.717	7.4	29.6	77.8	Z3|T4|Z9
SP500	T1	Z3|T4|Z9	A	6	2.051	3.042	0	33.3	83.3	
SP500	T1	Z3|T4|Z9	B	8	2.138	3.055	0	37.5	87.5	
SP500	T1	Z3|T4|Z9	R	9	0.227	1.264	22.2	22.2	55.6	
SP500	T2	ALL	BASELINE	11720	0.188	0.457	16.7	19.8	51.4	
SP500	T2	T1|Z5|T1	SEQ_BASELINE	20	7.882	5.995	10	60	85	T1|Z5|T1
SP500	T2	T1|Z5|T1	R	18	8.904	6.243	11.1	66.7	83.3	
SP500	T2	T5|Z4|T9	SEQ_BASELINE	22	3.6	3.959	0	40.9	81.8	T5|Z4|T9
SP500	T2	T5|Z4|T9	B	7	2.338	5.099	0	14.3	100	
SP500	T2	T5|Z4|T9	R	15	5.467	3.427	0	53.3	73.3	
SP500	T2	T1|Z5|T4	SEQ_BASELINE	25	3.428	3.381	12	40	72	T1|Z5|T4
SP500	T2	T1|Z5|T4	B+	11	4.065	3.124	18.2	45.5	72.7	
SP500	T2	T1|Z5|T4	R	14	3.12	3.583	7.1	35.7	71.4	
SP500	T2	T2G|Z4|T1	SEQ_BASELINE	23	3.352	2.098	13	30.4	78.3	T2G|Z4|T1
SP500	T2	T2G|Z4|T1	R	20	3.395	1.96	15	30	75	
SP500	T2	Z2G|Z2G|T9	SEQ_BASELINE	29	3.108	1.864	17.2	31	62.1	Z2G|Z2G|T9
SP500	T2	Z2G|Z2G|T9	B+	10	0.387	0.416	20	20	50	
SP500	T2	Z2G|Z2G|T9	R	19	3.197	2.626	15.8	36.8	68.4	
SP500	T2	Z4|T1|T2G	SEQ_BASELINE	23	2.713	2.269	17.4	34.8	82.6	Z4|T1|T2G
SP500	T2	Z4|T1|T2G	R	23	2.713	2.269	17.4	34.8	82.6	
SP500	T2	T6|T2G|T2G	SEQ_BASELINE	30	2.622	1.972	16.7	40	70	T6|T2G|T2G
SP500	T2	T6|T2G|T2G	R	29	3.187	2.007	17.2	41.4	69	
SP500	T2	T2G|Z5|T1G	SEQ_BASELINE	34	2.469	2.047	17.6	29.4	67.6	T2G|Z5|T1G
SP500	T2	T2G|Z5|T1G	B+	13	0.03	0.155	23.1	23.1	53.8	
SP500	T2	T2G|Z5|T1G	R	18	2.892	2.185	16.7	27.8	72.2	
SP500	T2	Z9|T3|T2G	SEQ_BASELINE	26	2.314	3.252	19.2	34.6	65.4	Z9|T3|T2G
SP500	T2	Z9|T3|T2G	R	25	2.147	3.19	20	36	64	
SP500	T2	Z4|T3|T2G	SEQ_BASELINE	41	2.298	3.66	12.2	36.6	61	Z4|T3|T2G
SP500	T2	Z4|T3|T2G	R	40	2.368	3.755	12.5	37.5	62.5	
SP500	T3	ALL	BASELINE	6721	0.779	1.076	16.3	23.6	55.5	
SP500	T3	Z3|T4|Z9	SEQ_BASELINE	52	6.699	7.688	0	67.3	96.2	Z3|T4|Z9
SP500	T3	Z3|T4|Z9	A	12	7.117	8.405	0	66.7	91.7	
SP500	T3	Z3|T4|Z9	B	30	6.929	7.376	0	73.3	96.7	
SP500	T3	Z3|T4|Z9	R	9	4.78	7.445	0	44.4	100	
SP500	T3	T2|Z1G|Z2G	SEQ_BASELINE	32	5.97	4.293	9.4	59.4	78.1	T2|Z1G|Z2G
SP500	T3	T2|Z1G|Z2G	B	25	6.108	5.388	8	60	80	
SP500	T3	T2|Z1G|Z2G	B+	5	5.644	2.973	0	60	80	
SP500	T3	T6|Z1G|Z2G	SEQ_BASELINE	49	5.408	6.554	2	53.1	95.9	T6|Z1G|Z2G
SP500	T3	T6|Z1G|Z2G	B	47	5.776	6.911	0	55.3	97.9	
SP500	T3	Z4|T4|Z9	SEQ_BASELINE	38	3.904	4.948	5.3	36.8	92.1	Z4|T4|Z9
SP500	T3	Z4|T4|Z9	A	5	3.939	4.665	0	20	100	
SP500	T3	Z4|T4|Z9	B	26	4.308	5.437	0	42.3	100	
SP500	T3	Z4|T4|Z9	R	5	2.795	2.125	20	20	60	
SP500	T3	T2G|T2|Z4	SEQ_BASELINE	28	2.526	2.252	10.7	28.6	64.3	T2G|T2|Z4
SP500	T3	T2G|T2|Z4	A	10	1.596	1.575	20	40	60	
SP500	T3	T2G|T2|Z4	R	15	3.661	3.647	0	20	73.3	
SP500	T3	Z2G|Z2|Z2	SEQ_BASELINE	47	2.067	1.813	14.9	19.1	68.1	Z2G|Z2|Z2
SP500	T3	Z2G|Z2|Z2	B	8	2.937	5.204	0	12.5	100	
SP500	T3	Z2G|Z2|Z2	R	38	0.866	1.018	18.4	21.1	60.5	
SP500	T3	Z2G|T3|Z3	SEQ_BASELINE	26	1.886	-0.071	19.2	19.2	61.5	Z2G|T3|Z3
SP500	T3	Z2G|T3|Z3	B	14	2.327	2.497	14.3	28.6	78.6	
SP500	T3	Z2G|T3|Z3	R	8	-1.615	-3.322	25	0	50	
SP500	T3	Z9|Z2G|Z2G	SEQ_BASELINE	27	1.857	2.468	14.8	29.6	66.7	Z9|Z2G|Z2G
SP500	T3	Z9|Z2G|Z2G	B+	22	1.289	1.219	18.2	22.7	63.6	
SP500	T3	Z2|Z2|Z2	SEQ_BASELINE	28	1.805	0.631	25	21.4	57.1	Z2|Z2|Z2
SP500	T3	Z2|Z2|Z2	R	26	2.088	0.98	23.1	23.1	61.5	
SP500	T3	T4|Z3|Z2	SEQ_BASELINE	22	1.804	2.124	9.1	22.7	63.6	T4|Z3|Z2
SP500	T3	T4|Z3|Z2	R	17	1.837	3.03	5.9	23.5	64.7	
SP500	T4	ALL	BASELINE	6738	0.538	0.854	14.7	21.2	54.5	
SP500	T4	T6|Z1G|Z2G	SEQ_BASELINE	26	7.916	6.984	0	73.1	88.5	T6|Z1G|Z2G
SP500	T4	T6|Z1G|Z2G	B	26	7.916	6.984	0	73.1	88.5	
SP500	T4	Z3|T4|Z9	SEQ_BASELINE	51	4.853	4.197	7.8	43.1	82.4	Z3|T4|Z9
SP500	T4	Z3|T4|Z9	A	17	5.633	7.712	0	58.8	94.1	
SP500	T4	Z3|T4|Z9	B	17	4.993	5.199	5.9	47.1	88.2	
SP500	T4	Z3|T4|Z9	R	16	1.425	-0.666	18.8	18.8	62.5	
SP500	T4	Z2G|T1G|Z5	SEQ_BASELINE	27	4.605	4.005	7.4	48.1	74.1	Z2G|T1G|Z5
SP500	T4	Z2G|T1G|Z5	B	5	2.666	4.943	0	20	80	
SP500	T4	Z2G|T1G|Z5	B+	14	5.649	5.957	7.1	64.3	92.9	
SP500	T4	Z2G|T1G|Z5	R	5	-2.877	-2.349	20	20	20	
SP500	T4	Z2G|T9|Z5	SEQ_BASELINE	26	4.143	5.485	3.8	42.3	69.2	Z2G|T9|Z5
SP500	T4	Z2G|T9|Z5	B	8	1.977	3.351	12.5	37.5	50	
SP500	T4	Z2G|T9|Z5	B+	11	9.89	10.505	0	72.7	90.9	
SP500	T4	Z2G|T9|Z5	R	5	0.353	-0.147	0	0	60	
SP500	T4	Z2G|T3|Z5	SEQ_BASELINE	20	4.015	1.88	20	40	70	Z2G|T3|Z5
SP500	T4	Z2G|T3|Z5	B	9	2.77	0.012	33.3	44.4	55.6	
SP500	T4	Z2G|T3|Z5	B+	6	7.251	6.197	0	50	83.3	
SP500	T4	Z2G|T1|Z5	SEQ_BASELINE	30	2.926	1.774	10	30	63.3	Z2G|T1|Z5
SP500	T4	Z2G|T1|Z5	A	13	4.167	1.937	15.4	38.5	61.5	
SP500	T4	Z2G|T1|Z5	B	11	1.258	1.584	9.1	27.3	63.6	
SP500	T4	Z5|Z2G|Z2G	SEQ_BASELINE	32	2.803	3.389	12.5	34.4	75	Z5|Z2G|Z2G
SP500	T4	Z5|Z2G|Z2G	B+	20	2.628	3.34	10	35	80	
SP500	T4	Z5|Z2G|Z2G	R	10	3.248	3.148	20	30	60	
SP500	T4	T2G|Z5|Z2G	SEQ_BASELINE	29	2.389	3.736	13.8	44.8	62.1	T2G|Z5|Z2G
SP500	T4	T2G|Z5|Z2G	B+	14	5.451	2.667	14.3	50	57.1	
SP500	T4	T2G|Z5|Z2G	R	11	1.437	2.769	18.2	27.3	63.6	
SP500	T4	Z2G|T4|Z3	SEQ_BASELINE	33	2.388	3.268	3	27.3	66.7	Z2G|T4|Z3
SP500	T4	Z2G|T4|Z3	B	14	5.758	6.704	0	50	85.7	
SP500	T4	Z2G|T4|Z3	B+	9	0.119	-0.809	11.1	0	55.6	
SP500	T4	Z2G|T4|Z3	R	6	1.365	2.509	0	16.7	50	
SP500	T4	T2G|T2G|Z1	SEQ_BASELINE	29	2.313	3.063	6.9	17.2	72.4	T2G|T2G|Z1
SP500	T4	T2G|T2G|Z1	B	5	2.686	2.158	0	0	100	
SP500	T4	T2G|T2G|Z1	R	24	2.277	3.252	8.3	20.8	66.7	
SP500	T5	ALL	BASELINE	5390	0.953	1.302	16.3	25	56.8	
SP500	T5	Z3|T4|Z9	SEQ_BASELINE	22	8.064	7.447	0	63.6	90.9	Z3|T4|Z9
SP500	T5	Z3|T4|Z9	B	13	8.336	9.372	0	84.6	100	
SP500	T5	Z3|T4|Z9	R	5	0.351	0.75	0	0	60	
SP500	T5	T6|Z1G|Z2G	SEQ_BASELINE	56	4.916	4.72	3.6	48.2	92.9	T6|Z1G|Z2G
SP500	T5	T6|Z1G|Z2G	B	53	5.203	5.021	3.8	50.9	96.2	
SP500	T5	T2|Z1|Z2G	SEQ_BASELINE	20	2.487	2.368	10	35	75	T2|Z1|Z2G
SP500	T5	T2|Z1|Z2G	B	10	0.791	2.013	10	30	60	
SP500	T5	T2|Z1G|Z2G	SEQ_BASELINE	25	2.416	3.039	8	44	72	T2|Z1G|Z2G
SP500	T5	T2|Z1G|Z2G	B	21	2.949	3.486	4.8	47.6	76.2	
SP500	T5	Z1|Z2G|Z2G	SEQ_BASELINE	24	1.853	2.552	8.3	33.3	58.3	Z1|Z2G|Z2G
SP500	T5	Z1|Z2G|Z2G	B+	22	2.271	2.91	9.1	36.4	63.6	
SP500	T5	T2G|T2G|Z3	SEQ_BASELINE	26	1.838	3.543	11.5	26.9	65.4	T2G|T2G|Z3
SP500	T5	T2G|T2G|Z3	B	17	2.085	3.773	11.8	35.3	70.6	
SP500	T5	T2G|T2G|Z3	R	6	-1.445	3.207	16.7	16.7	33.3	
SP500	T5	Z9|Z2G|Z2G	SEQ_BASELINE	22	1.723	1.143	9.1	9.1	72.7	Z9|Z2G|Z2G
SP500	T5	Z9|Z2G|Z2G	B+	16	1.723	1.296	6.2	6.2	75	
SP500	T5	T2|Z3|Z2G	SEQ_BASELINE	22	1.697	4.625	18.2	27.3	63.6	T2|Z3|Z2G
SP500	T5	T2|Z3|Z2G	B	7	1.29	-0.557	28.6	0	71.4	
SP500	T5	T2|Z3|Z2G	B+	9	0.13	8.057	0	33.3	55.6	
SP500	T5	T2G|Z4|Z2	SEQ_BASELINE	20	1.597	1.441	15	15	60	T2G|Z4|Z2
SP500	T5	T2G|Z4|Z2	R	18	1.597	1.164	11.1	11.1	61.1	
SP500	T5	Z2G|Z2|Z2G	SEQ_BASELINE	27	1.503	0.722	18.5	29.6	59.3	Z2G|Z2|Z2G
SP500	T5	Z2G|Z2|Z2G	B	19	1.503	0.461	15.8	31.6	57.9	
SP500	T5	Z2G|Z2|Z2G	R	5	3.359	5.449	0	20	80	
SP500	T6	ALL	BASELINE	3564	0.515	0.7	19.2	22.5	54	
SP500	T6	Z4|Z2|T9	SEQ_BASELINE	21	2.723	2.327	9.5	33.3	76.2	Z4|Z2|T9
SP500	T6	Z4|Z2|T9	B	12	4.7	3.374	8.3	50	83.3	
SP500	T6	Z4|Z2|T9	R	9	0.74	0.93	11.1	11.1	66.7	
SP500	T6	Z2|T1|T2G	SEQ_BASELINE	21	2.038	4.798	9.5	38.1	71.4	Z2|T1|T2G
SP500	T6	Z2|T1|T2G	R	21	2.038	4.798	9.5	38.1	71.4	
SP500	T6	Z2G|Z2|T9	SEQ_BASELINE	27	1.387	2.731	11.1	29.6	66.7	Z2G|Z2|T9
SP500	T6	Z2G|Z2|T9	B	8	2.731	3.878	12.5	37.5	62.5	
SP500	T6	Z2G|Z2|T9	R	17	1.124	2.485	11.8	29.4	70.6	
SP500	T6	T9|T2G|T2G	SEQ_BASELINE	20	1.34	0.639	15	20	65	T9|T2G|T2G
SP500	T6	T9|T2G|T2G	R	20	1.34	0.639	15	20	65	
SP500	T6	T2G|T2|T2G	SEQ_BASELINE	50	0.998	2.21	10	30	66	T2G|T2|T2G
SP500	T6	T2G|T2|T2G	R	48	1.168	2.339	10.4	31.2	66.7	
SP500	T6	Z2G|Z2G|T5	SEQ_BASELINE	22	0.876	-0.898	18.2	13.6	54.5	Z2G|Z2G|T5
SP500	T6	Z2G|Z2G|T5	B+	14	0.876	-2.352	28.6	14.3	57.1	
SP500	T6	Z2G|Z2G|T5	R	6	0.312	0.622	0	0	50	
SP500	T6	T1|T2G|T2G	SEQ_BASELINE	21	0.621	0.558	9.5	33.3	52.4	T1|T2G|T2G
SP500	T6	T1|T2G|T2G	R	21	0.621	0.558	9.5	33.3	52.4	
SP500	T6	T2G|T2G|T2G	SEQ_BASELINE	42	0.324	0.709	16.7	19	54.8	T2G|T2G|T2G
SP500	T6	T2G|T2G|T2G	R	41	0.198	0.519	17.1	17.1	53.7	
SP500	T6	T2|T2G|T2G	SEQ_BASELINE	33	-0.359	0.905	24.2	24.2	45.5	T2|T2G|T2G
SP500	T6	T2|T2G|T2G	R	32	-0.231	1.097	21.9	25	46.9	
SP500	T6	Z2G|T1|T2G	SEQ_BASELINE	30	-0.463	0.298	20	26.7	43.3	Z2G|T1|T2G
SP500	T6	Z2G|T1|T2G	R	27	-0.515	0.724	18.5	29.6	44.4	
SP500	T9	ALL	BASELINE	7099	0.62	0.804	14.9	21.6	55	
SP500	T9	Z3|T4|Z9	SEQ_BASELINE	22	4.995	5.328	0	50	86.4	Z3|T4|Z9
SP500	T9	Z3|T4|Z9	A	7	5.199	7.007	0	57.1	100	
SP500	T9	Z3|T4|Z9	B	8	5.454	6.431	0	62.5	100	
SP500	T9	Z3|T4|Z9	R	5	2.462	3.676	0	40	60	
SP500	T9	T3|T2G|Z4	SEQ_BASELINE	25	4.538	4.268	4	48	68	T3|T2G|Z4
SP500	T9	T3|T2G|Z4	B	11	6.518	5.053	0	54.5	81.8	
SP500	T9	T3|T2G|Z4	R	13	2.083	3.969	7.7	46.2	61.5	
SP500	T9	Z4|Z2G|Z2	SEQ_BASELINE	22	3.038	4.365	4.5	36.4	77.3	Z4|Z2G|Z2
SP500	T9	Z4|Z2G|Z2	R	20	3.663	4.711	5	40	75	
SP500	T9	Z2G|T5|Z4	SEQ_BASELINE	27	2.736	3.793	18.5	25.9	74.1	Z2G|T5|Z4
SP500	T9	Z2G|T5|Z4	B+	8	1.766	1.485	25	12.5	62.5	
SP500	T9	Z2G|T5|Z4	R	15	4.305	5.967	13.3	40	80	
SP500	T9	Z5|Z2G|Z2G	SEQ_BASELINE	23	2.565	3.667	4.3	39.1	73.9	Z5|Z2G|Z2G
SP500	T9	Z5|Z2G|Z2G	B	5	4.166	3.592	0	40	80	
SP500	T9	Z5|Z2G|Z2G	B+	15	2.215	3.056	6.7	33.3	66.7	
SP500	T9	Z2G|Z2G|Z2	SEQ_BASELINE	58	2.333	1.425	12.1	22.4	60.3	Z2G|Z2G|Z2
SP500	T9	Z2G|Z2G|Z2	R	52	2.333	1.311	13.5	21.2	59.6	
SP500	T9	T1|Z5|Z2G	SEQ_BASELINE	20	2.267	2.139	10	35	70	T1|Z5|Z2G
SP500	T9	T1|Z5|Z2G	B+	18	3.335	2.287	11.1	38.9	66.7	
SP500	T9	T2|Z3|Z2G	SEQ_BASELINE	25	2.017	0.647	28	20	60	T2|Z3|Z2G
SP500	T9	T2|Z3|Z2G	B+	17	1.715	1.449	23.5	23.5	58.8	
SP500	T9	Z2G|Z2G|Z6	SEQ_BASELINE	26	1.997	3.972	11.5	30.8	73.1	Z2G|Z2G|Z6
SP500	T9	Z2G|Z2G|Z6	B+	19	1.842	3.372	15.8	26.3	63.2	
SP500	T9	Z4|Z2|Z2G	SEQ_BASELINE	28	1.991	3.882	3.6	28.6	71.4	Z4|Z2|Z2G
SP500	T9	Z4|Z2|Z2G	B	22	2.621	5.244	0	36.4	77.3	
SP500	T9	Z4|Z2|Z2G	R	5	0.19	-1.013	20	0	60	
SP500	T10	ALL	BASELINE	3320	0.228	0.591	16.8	21	52.4	
SP500	T10	T1|T2G|T2G	SEQ_BASELINE	25	2.414	1.225	20	36	68	T1|T2G|T2G
SP500	T10	T1|T2G|T2G	R	25	2.414	1.225	20	36	68	
SP500	T10	T2G|T2|T2	SEQ_BASELINE	23	0.793	1.019	8.7	30.4	52.2	T2G|T2|T2
SP500	T10	T2G|T2|T2	R	23	0.793	1.019	8.7	30.4	52.2	
SP500	T10	T2|T2G|T2G	SEQ_BASELINE	21	0.503	2.324	4.8	28.6	57.1	T2|T2G|T2G
SP500	T10	T2|T2G|T2G	R	21	0.503	2.324	4.8	28.6	57.1	
SP500	T10	T9|T2G|T2G	SEQ_BASELINE	25	0.075	-0.549	28	28	52	T9|T2G|T2G
SP500	T10	T9|T2G|T2G	R	25	0.075	-0.549	28	28	52	
SP500	T10	Z2|T9|T2G	SEQ_BASELINE	20	-0.097	1.603	25	20	50	Z2|T9|T2G
SP500	T10	Z2|T9|T2G	R	20	-0.097	1.603	25	20	50	
SP500	T10	T3|T2G|T2G	SEQ_BASELINE	29	-0.103	0.459	10.3	17.2	41.4	T3|T2G|T2G
SP500	T10	T3|T2G|T2G	R	28	-0.089	0.495	10.7	17.9	42.9	
SP500	T10	T2G|T2G|T2G	SEQ_BASELINE	36	-0.111	-0.391	13.9	13.9	47.2	T2G|T2G|T2G
SP500	T10	T2G|T2G|T2G	R	36	-0.111	-0.391	13.9	13.9	47.2	
SP500	T10	T2G|T2G|T2	SEQ_BASELINE	35	-0.43	1.09	17.1	20	45.7	T2G|T2G|T2
SP500	T10	T2G|T2G|T2	R	35	-0.43	1.09	17.1	20	45.7	
SP500	T10	T2G|T2|T2G	SEQ_BASELINE	22	-0.474	-0.104	18.2	22.7	45.5	T2G|T2|T2G
SP500	T10	T2G|T2|T2G	R	22	-0.474	-0.104	18.2	22.7	45.5	
SP500	T10	Z2G|T1|T2G	SEQ_BASELINE	25	-1.768	-0.941	12	16	32	Z2G|T1|T2G
SP500	T10	Z2G|T1|T2G	R	25	-1.768	-0.941	12	16	32	
SP500	T11	ALL	BASELINE	1389	0.868	1.863	15.7	28.9	56.2	
SP500	T12	ALL	BASELINE	1902	0.953	1.357	16.5	26	56	
SP500	T12	T2G|T2G|T2G	SEQ_BASELINE	28	2.422	6.79	14.3	32.1	57.1	T2G|T2G|T2G
SP500	T12	T2G|T2G|T2G	R	26	1.552	4.643	15.4	26.9	53.8	
SP500	T12	T2G|T2G|T10	SEQ_BASELINE	20	1.843	2.103	20	30	65	T2G|T2G|T10
SP500	T12	T2G|T2G|T10	R	16	2.272	2.354	25	31.2	68.8	
SP500	Z1	ALL	BASELINE	6451	0.406	0.546	16.5	20.5	53.2	
SP500	Z1	T4|T2|T2G	SEQ_BASELINE	26	3.639	4.195	7.7	46.2	73.1	T4|T2|T2G
SP500	Z1	T4|T2|T2G	R	26	3.639	4.195	7.7	46.2	73.1	
SP500	Z1	Z2G|Z2|T9	SEQ_BASELINE	21	3.264	2.468	14.3	38.1	61.9	Z2G|Z2|T9
SP500	Z1	Z2G|Z2|T9	B	7	3.264	2.693	14.3	42.9	71.4	
SP500	Z1	Z2G|Z2|T9	R	14	2.403	2.356	14.3	35.7	57.1	
SP500	Z1	T1|T2G|T2	SEQ_BASELINE	26	2.746	1.676	11.5	19.2	65.4	T1|T2G|T2
SP500	Z1	T1|T2G|T2	R	26	2.746	1.676	11.5	19.2	65.4	
SP500	Z1	Z2G|T1|T2G	SEQ_BASELINE	27	2.467	1.618	22.2	33.3	55.6	Z2G|T1|T2G
SP500	Z1	Z2G|T1|T2G	R	26	2.039	1.585	23.1	34.6	53.8	
SP500	Z1	T3|T2|T2	SEQ_BASELINE	21	2.404	1.698	19	19	61.9	T3|T2|T2
SP500	Z1	T3|T2|T2	R	21	2.404	1.698	19	19	61.9	
SP500	Z1	Z2G|T1|T2	SEQ_BASELINE	26	1.662	2.092	19.2	19.2	61.5	Z2G|T1|T2
SP500	Z1	Z2G|T1|T2	R	26	1.662	2.092	19.2	19.2	61.5	
SP500	Z1	Z2G|T1G|T2	SEQ_BASELINE	20	1.491	2.71	10	30	70	Z2G|T1G|T2
SP500	Z1	Z2G|T1G|T2	R	20	1.491	2.71	10	30	70	
SP500	Z1	T2G|T2G|T2G	SEQ_BASELINE	82	1.466	1.402	20.7	24.4	59.8	T2G|T2G|T2G
SP500	Z1	T2G|T2G|T2G	R	81	1.449	1.238	21	23.5	59.3	
SP500	Z1	T4|T2G|T2G	SEQ_BASELINE	32	1.374	2.315	0	21.9	62.5	T4|T2G|T2G
SP500	Z1	T4|T2G|T2G	R	32	1.374	2.315	0	21.9	62.5	
SP500	Z1	Z2|Z2G|T3	SEQ_BASELINE	23	1.374	-1.315	26.1	13	52.2	Z2|Z2G|T3
SP500	Z1	Z2|Z2G|T3	R	19	-0.139	-1.973	26.3	10.5	47.4	
SP500	Z1G	ALL	BASELINE	5550	0.631	1.15	15.9	24.1	54.8	
SP500	Z1G	Z2G|Z2G|T1G	SEQ_BASELINE	24	2.878	3.815	8.3	41.7	66.7	Z2G|Z2G|T1G
SP500	Z1G	Z2G|Z2G|T1G	R	16	2.878	3.997	0	37.5	68.8	
SP500	Z1G	T2G|T2G|T10	SEQ_BASELINE	28	2.722	3.43	10.7	35.7	75	T2G|T2G|T10
SP500	Z1G	T2G|T2G|T10	B	5	7.109	3.07	20	60	80	
SP500	Z1G	T2G|T2G|T10	R	21	2.076	2.645	9.5	28.6	71.4	
SP500	Z1G	T2G|T6|T10	SEQ_BASELINE	22	2.533	2.965	0	40.9	72.7	T2G|T6|T10
SP500	Z1G	T2G|t6|T10	R	12	0.843	1.838	0	25	58.3	
SP500	Z1G	Z2G|T9|T2G	SEQ_BASELINE	23	2.277	1.869	8.7	17.4	65.2	Z2G|T9|T2G
SP500	Z1G	Z2G|T9|T2G	R	22	2.402	2.063	9.1	18.2	68.2	
SP500	Z1G	Z2G|Z2G|T5	SEQ_BASELINE	26	1.99	3.22	7.7	30.8	73.1	Z2G|Z2G|T5
SP500	Z1G	Z2G|Z2G|T5	B+	14	1.125	1.663	14.3	14.3	64.3	
SP500	Z1G	Z2G|Z2G|T5	R	9	2.391	4.723	0	44.4	88.9	
SP500	Z1G	T2G|T2|T2	SEQ_BASELINE	32	1.869	1.768	9.4	37.5	62.5	T2G|T2|T2
SP500	Z1G	T2G|T2|T2	R	32	1.869	1.768	9.4	37.5	62.5	
SP500	Z1G	T2G|T2G|T2	SEQ_BASELINE	27	1.79	1.533	7.4	18.5	55.6	T2G|T2G|T2
SP500	Z1G	T2G|T2G|T2	R	27	1.79	1.533	7.4	18.5	55.6	
SP500	Z1G	T1|T2|T2G	SEQ_BASELINE	25	1.528	2.926	8	28	60	T1|T2|T2G
SP500	Z1G	T1|T2|T2G	R	23	0.903	2.72	8.7	26.1	56.5	
SP500	Z1G	Z2G|T3|T2G	SEQ_BASELINE	29	1.345	1.394	13.8	31	58.6	Z2G|T3|T2G
SP500	Z1G	Z2G|T3|T2G	R	26	1.765	1.326	15.4	30.8	57.7	
SP500	Z1G	T4|T2G|T2	SEQ_BASELINE	24	1.244	0.611	16.7	16.7	66.7	T4|T2G|T2
SP500	Z1G	T4|T2G|T2	R	24	1.244	0.611	16.7	16.7	66.7	
SP500	Z2	ALL	BASELINE	10763	0.634	0.776	15	21.2	56	
SP500	Z2	Z5|Z2G|Z2G	SEQ_BASELINE	42	8.277	6.423	7.1	52.4	83.3	Z5|Z2G|Z2G
SP500	Z2	Z5|Z2G|Z2G	B	9	10.453	6.962	11.1	66.7	77.8	
SP500	Z2	Z5|Z2G|Z2G	B+	26	8.839	7.33	7.7	57.7	84.6	
SP500	Z2	Z2|Z10|Z6	SEQ_BASELINE	20	5.061	3.429	10	50	70	Z2|Z10|Z6
SP500	Z2	Z2|Z10|Z6	B	12	3.504	3.142	8.3	41.7	66.7	
